#REFERENCE 3 8.8589068 -20.2622895
5748 161.1550537 189.1832830 0.105840 0.098296 140.94150 0.5100 24.96 
5495 148.6436038 122.3253295 0.110187 0.099358 118.45471 0.5100 24.90 
5400 144.8364421 40.0298514 0.110194 0.101708 88.46906 0.5100 24.88 
5389 143.9410582 -20.7983227 0.110616 0.100350 69.50651 0.5100 24.89 
5290 135.2397516 -119.8400189 0.104989 0.098382 34.08733 0.5100 24.96 
5164 129.4949844 62.0570400 0.110385 0.103009 89.93038 0.5100 24.86 
5149 128.6569033 -21.3255069 0.111625 0.100770 68.74228 0.5100 24.87 
5116 123.3021772 -189.7323785 0.103351 0.098242 21.62609 0.5100 24.98 
5083 124.3253446 56.5416975 0.110147 0.103693 89.65408 0.5100 24.86 
5077 124.3400677 23.3466779 0.111811 0.102762 88.41083 0.5100 24.85 
4843 108.5967167 56.5444275 0.109494 0.106190 92.95995 0.5100 24.84 
4816 105.2214351 -90.6184262 0.106704 0.098650 34.75380 0.5100 24.94 
4733 99.4859874 -105.8996392 0.106022 0.098373 29.22738 0.5100 24.95 
4701 94.3256358 156.5640471 0.110725 0.098677 156.35587 0.5100 24.90 
4646 93.3297028 -140.8580214 0.104736 0.098106 21.26190 0.5100 24.97 
4541 83.3901558 156.9560507 0.110872 0.098792 163.19339 0.5100 24.90 
4483 82.6446653 -155.8728775 0.104365 0.098049 16.95850 0.5100 24.98 
4426 81.3369920 -39.8643405 0.112521 0.101112 52.16957 0.5100 24.86 
4174 62.8858075 -101.9836183 0.106835 0.098180 19.29346 0.5100 24.95 
4096 57.8568044 -92.2005701 0.107556 0.098339 19.67336 0.5100 24.94 
3946 49.1167820 -41.6165807 0.114056 0.101798 35.21918 0.5100 24.84 
3919 46.0274421 -175.9658524 0.104000 0.097977 7.10517 0.5100 24.98 
3884 40.3874867 64.5337030 0.124552 0.099900 145.64402 0.5100 24.76 
3702 31.6491824 -62.9320827 0.110570 0.099694 15.35988 0.5100 24.89 
3598 25.2191414 -180.9635279 0.103922 0.097959 2.24877 0.5100 24.98 
3579 17.4759195 146.5467330 0.108600 0.100614 25.34828 0.5100 24.90 
3390 10.2302057 -22.0179899 0.125509 0.111297 22.77402 0.5100 24.64 
3183 -9.3338871 135.4985945 0.107232 0.101169 36.41947 0.5100 24.91 
3165 -9.5981218 40.9137848 0.115962 0.105582 172.44511 0.5100 24.78 
2989 -17.8877446 -72.8501050 0.109877 0.098655 166.20813 0.5100 24.91 
2913 -24.1990385 -52.5495163 0.113870 0.099302 155.94288 0.5100 24.87 
2828 -28.6193905 -77.5125758 0.109452 0.098295 160.97560 0.5100 24.92 
2806 -26.6764226 -185.6819127 0.103789 0.097972 170.71427 0.5100 24.98 
2781 -36.1155494 108.8893773 0.106643 0.101814 43.79240 0.5100 24.91 
2756 -36.4827611 -36.0759047 0.119673 0.100160 138.10297 0.5100 24.80 
2755 -36.0221459 -41.4511413 0.117632 0.099511 142.16727 0.5100 24.83 
2599 -48.9650858 -17.5561992 0.130072 0.101724 113.53475 0.5100 24.70 
2461 -56.9284690 108.3713193 0.106319 0.100986 46.12050 0.5100 24.92 
2391 -60.6120642 159.5669475 0.105365 0.099238 37.43586 0.5100 24.95 
2381 -62.0993271 108.2348189 0.106338 0.100732 47.42934 0.5100 24.93 
2306 -66.5159865 133.9010729 0.105829 0.099738 43.67125 0.5100 24.94 
2187 -71.1119764 -80.7935322 0.108844 0.097866 143.72202 0.5100 24.93 
2102 -75.2443039 -105.7725122 0.106542 0.097915 149.52213 0.5100 24.95 
2079 -80.0623859 199.3602345 0.104233 0.098669 33.58170 0.5100 24.97 
1974 -88.9183630 70.7673612 0.108336 0.100400 60.37130 0.5100 24.91 
1953 -88.4074926 -48.5588339 0.111730 0.098987 123.99341 0.5100 24.89 
1934 -84.3707399 -145.2999523 0.104642 0.097962 154.09078 0.5100 24.97 
1292 -125.2173480 -154.1856916 0.104008 0.098153 146.89604 0.5100 24.98 
1279 -131.0530622 198.0927870 0.103659 0.098676 41.29774 0.5100 24.98 
1208 -129.8250001 -174.0108495 0.103520 0.098212 148.92052 0.5100 24.98 
1203 -129.2848186 -198.8784504 0.103071 0.098282 151.96999 0.5100 24.99 
1034 -146.8786807 172.4165957 0.103893 0.098761 47.47989 0.5100 24.97 
885 -149.8682350 -188.5094901 0.103115 0.098324 147.47892 0.5100 24.99 
804 -154.8455388 -193.3878199 0.103005 0.098354 147.31260 0.5100 24.99 
782 -163.5467232 110.5160173 0.105039 0.098969 61.52398 0.5100 24.96 
671 -168.9340181 -55.6664387 0.107214 0.098625 114.60981 0.5100 24.94 
555 -177.0223379 176.7593541 0.103503 0.098741 50.24248 0.5100 24.98 
442 -184.9939694 3.8204174 0.108478 0.098935 93.27456 0.5100 24.92 
404 -180.2130166 -192.8589143 0.102854 0.098442 143.56899 0.5100 24.99 
390 -187.6607059 151.0555004 0.103797 0.098794 55.82192 0.5100 24.97 
318 -191.7792040 191.6322557 0.103162 0.098729 49.45960 0.5100 24.98 
287 -194.8580926 30.7928594 0.107346 0.098959 85.09057 0.5100 24.93 
244 -190.3363334 -192.6488927 0.102793 0.098477 142.16720 0.5100 24.99 
6304 197.8910844 167.7857659 0.105837 0.098456 127.98268 0.5200 24.96 
6214 194.5679029 115.6130276 0.107550 0.098987 111.53105 0.5200 24.93 
6178 193.0059217 -77.5645281 0.105931 0.098773 54.32593 0.5200 24.95 
6150 186.6619615 198.7941668 0.105139 0.098289 137.80823 0.5200 24.96 
6133 189.7052332 110.4247256 0.107928 0.099101 109.95572 0.5200 24.93 
6009 181.3833979 -123.8792388 0.104528 0.098433 41.40723 0.5200 24.97 
5954 180.2682723 7.2877506 0.109699 0.099961 79.99715 0.5200 24.90 
5842 170.2108606 -159.3267965 0.103782 0.098311 33.39394 0.5200 24.98 
5705 163.8785184 -41.9343811 0.108630 0.099454 62.46723 0.5200 24.92 
5545 153.7204901 -42.3212871 0.109021 0.099574 61.30595 0.5200 24.91 
5416 143.6368360 128.2778621 0.110812 0.099196 122.46187 0.5200 24.90 
5258 132.7404244 139.5095512 0.110928 0.098919 131.15286 0.5200 24.90 
5246 135.0191398 73.2568460 0.111421 0.102218 92.95955 0.5200 24.86 
5226 133.5127345 -37.7854208 0.110329 0.100039 61.15865 0.5200 24.89 
5101 121.3617319 155.7253026 0.110016 0.098511 142.69047 0.5200 24.91 
5091 124.3650196 101.6362483 0.115097 0.101452 106.85999 0.5200 24.83 
4885 108.9125311 -145.8988627 0.104642 0.098089 24.01797 0.5200 24.97 
4779 100.4913712 146.6266981 0.112713 0.098935 149.19584 0.5200 24.88 
4725 98.5441222 -146.1358808 0.104727 0.098042 21.72144 0.5200 24.97 
4545 82.9500287 177.2989695 0.108697 0.098255 166.17666 0.5200 24.93 
4309 66.5091702 197.2271164 0.106992 0.098138 174.35222 0.5200 24.95 
4276 72.0967285 18.3425560 0.121502 0.105017 109.69357 0.5200 24.74 
4216 61.4130523 132.7945428 0.116530 0.102039 1.79503 0.5200 24.81 
4085 56.8266782 -146.8953315 0.105021 0.097862 11.55604 0.5200 24.97 
4078 56.4214976 -181.2310692 0.104004 0.097939 9.13316 0.5200 24.98 
3965 45.9317651 69.7338801 0.135850 0.103719 130.65101 0.5200 24.63 
3890 37.8888007 98.7201444 0.119627 0.108199 106.99343 0.5200 24.72 
3853 41.5939525 -107.8570645 0.107011 0.097934 10.50729 0.5200 24.95 
3185 -9.2007163 146.2365113 0.107373 0.100406 32.27529 0.5200 24.92 
2817 -27.4423779 -132.2086929 0.105775 0.097707 167.82498 0.5200 24.96 
2573 -42.8305502 -151.5785700 0.104917 0.097767 165.00862 0.5200 24.97 
2476 -54.9345111 185.3692261 0.105110 0.098779 31.56332 0.5200 24.96 
2234 -70.6956552 174.8569875 0.105075 0.098881 36.20456 0.5200 24.96 
2164 -67.9953587 -195.4242386 0.103592 0.098010 162.68677 0.5200 24.98 
2149 -76.5995321 149.3183040 0.105541 0.099254 42.01422 0.5200 24.95 
2117 -79.7648844 -27.3378878 0.118372 0.099707 113.72434 0.5200 24.82 
2075 -80.8264072 179.6149014 0.104809 0.098790 37.00178 0.5200 24.96 
1776 -95.1810803 -135.4863760 0.105089 0.097913 150.05901 0.5200 24.97 
1750 -102.0350153 153.6495177 0.105033 0.098983 44.91477 0.5200 24.96 
1583 -113.2929124 117.3862524 0.105818 0.099285 53.68892 0.5200 24.95 
1545 -112.3554745 -89.5039534 0.107089 0.098148 135.20557 0.5200 24.95 
1500 -118.8341758 101.6400310 0.106324 0.099367 57.98324 0.5200 24.94 
1294 -125.7187750 -144.5621669 0.104446 0.098068 145.21677 0.5200 24.97 
1290 -125.1609859 -164.5424796 0.103923 0.098096 148.45284 0.5200 24.98 
1232 -134.3320696 -51.9369195 0.109381 0.098579 117.60853 0.5200 24.92 
1132 -135.6538469 -154.2842089 0.104080 0.098124 145.00688 0.5200 24.98 
1084 -145.8191892 14.6986912 0.111623 0.099193 88.74515 0.5200 24.89 
638 -171.9078477 192.3755735 0.103479 0.098657 47.18428 0.5200 24.98 
630 -172.9029028 151.6800561 0.104128 0.098753 54.16077 0.5200 24.97 
6020 183.5395146 -67.8209141 0.106841 0.098857 55.97142 0.5300 24.94 
6010 181.7827611 -119.1566902 0.104846 0.098397 42.44933 0.5300 24.97 
5787 169.6546740 -31.2784165 0.109412 0.099570 66.85947 0.5300 24.91 
5538 152.5815747 -79.3795640 0.106965 0.098771 47.88290 0.5300 24.94 
5280 134.2707498 -170.5046271 0.103970 0.098111 25.71076 0.5300 24.98 
5154 130.1048195 6.2608672 0.113591 0.101912 81.29808 0.5300 24.84 
4823 107.2590409 -55.3740894 0.110101 0.099733 48.73018 0.5300 24.90 
4811 104.7207580 -116.6172456 0.105961 0.098147 28.12488 0.5300 24.96 
4805 103.8706801 -146.4370988 0.104860 0.097992 22.85407 0.5300 24.97 
4761 104.0763738 45.6904541 0.110791 0.106549 108.12317 0.5300 24.82 
4670 98.6455517 -17.5005412 0.116283 0.102390 70.65807 0.5300 24.81 
4608 93.2559603 84.6029614 0.119096 0.111052 69.60191 0.5300 24.70 
4577 90.1166419 -87.0404218 0.107855 0.098564 32.04350 0.5300 24.93 
4536 84.9077133 132.6012081 0.118597 0.100606 154.57084 0.5300 24.81 
4520 87.9574895 40.5208555 0.113136 0.106469 132.05827 0.5300 24.80 
4425 81.5415323 -46.1107982 0.112493 0.100702 47.77521 0.5300 24.86 
4413 78.8411119 -107.4556988 0.106816 0.098086 23.25703 0.5300 24.95 
4170 62.6053615 -122.6944768 0.106222 0.097856 15.75427 0.5300 24.96 
3728 27.3345717 88.0209406 0.117113 0.105119 127.54588 0.5300 24.77 
3560 19.1377218 45.5610879 0.122161 0.101517 151.10488 0.5300 24.77 
3337 0.9034555 136.7023019 0.108475 0.101435 34.55066 0.5300 24.90 
3117 -13.2912304 191.8809993 0.105996 0.098620 21.58030 0.5300 24.95 
3088 -15.8310229 41.4693416 0.114776 0.107272 0.82643 0.5300 24.77 
2943 -25.8874891 120.3451600 0.107255 0.101854 42.44787 0.5300 24.90 
2929 -27.1226869 46.6557347 0.113317 0.105457 25.42711 0.5300 24.81 
2701 -41.8516379 109.4991255 0.107294 0.101507 43.40835 0.5300 24.91 
2613 -48.1892972 67.3581113 0.109278 0.102993 45.45994 0.5300 24.87 
2485 -47.5033972 -191.2054815 0.103915 0.097868 166.54413 0.5300 24.98 
2325 -57.8551716 -191.0594400 0.103879 0.097889 164.41077 0.5300 24.98 
2137 -78.8322917 87.5123581 0.107806 0.100581 53.93411 0.5300 24.91 
2129 -80.3828677 44.4291157 0.113389 0.101056 67.17273 0.5300 24.85 
2124 -81.3435544 15.2152726 0.122492 0.100889 86.10058 0.5300 24.77 
2078 -80.6082127 195.0971791 0.104677 0.098594 34.35304 0.5300 24.97 
2031 -83.2604849 -60.2955018 0.111215 0.098558 130.60984 0.5300 24.90 
1958 -90.6638318 -21.1552309 0.119238 0.099534 107.86179 0.5300 24.81 
1952 -88.7578278 -54.6593545 0.111779 0.098706 126.88159 0.5300 24.89 
1856 -90.1994148 -136.0434112 0.105332 0.097810 151.31473 0.5300 24.97 
1855 -90.0445973 -141.0173250 0.105142 0.097816 152.14232 0.5300 24.97 
1833 -96.7264921 169.4032425 0.104973 0.098800 41.25179 0.5300 24.96 
1810 -100.6007207 49.1765095 0.111586 0.100144 70.34205 0.5300 24.88 
1451 -115.2370265 -160.1953805 0.104283 0.097970 149.69074 0.5300 24.98 
1356 -126.8702844 183.7254556 0.104270 0.098629 43.02649 0.5300 24.97 
1174 -140.2810852 69.5786657 0.107962 0.099249 69.39997 0.5300 24.92 
1081 -146.1616319 -2.1694834 0.112528 0.099041 95.39963 0.5300 24.88 
1061 -142.4738224 -109.0692451 0.105675 0.098120 134.63991 0.5300 24.96 
969 -145.6603227 -169.3607191 0.103790 0.098125 145.58944 0.5300 24.98 
857 -159.9088846 84.9411090 0.106560 0.099006 67.32381 0.5300 24.94 
617 -174.9077410 84.5554589 0.106229 0.098918 68.88797 0.5300 24.95 
6308 197.7186009 188.9048576 0.105608 0.098234 133.51149 0.5400 24.96 
6299 199.4300262 142.3493513 0.107117 0.098558 120.10600 0.5400 24.94 
6253 197.7864081 -103.7017995 0.105305 0.098465 48.26554 0.5400 24.96 
6238 195.5942122 -179.3733284 0.103480 0.098280 34.42866 0.5400 24.98 
6100 188.9056662 -67.9120154 0.106958 0.098798 56.60418 0.5400 24.94 
6027 185.1318159 -30.9794444 0.109050 0.099341 68.05122 0.5400 24.91 
5962 181.3452951 51.1314330 0.109869 0.100052 91.33520 0.5400 24.90 
5879 176.3167167 34.6066072 0.110402 0.100262 87.18708 0.5400 24.89 
5837 169.9696865 -184.9550428 0.103561 0.098194 29.90189 0.5400 24.98 
5666 157.1413902 180.3259690 0.107167 0.098130 139.59270 0.5400 24.95 
5626 159.6664401 -37.2989335 0.109871 0.099579 63.82580 0.5400 24.90 
5578 153.9877036 139.0672748 0.109954 0.098723 125.65921 0.5400 24.91 
5457 147.5016683 -85.0819500 0.107023 0.098637 45.25776 0.5400 24.94 
5019 117.1317212 146.4972738 0.112449 0.098694 140.48918 0.5400 24.89 
4978 116.6997925 -81.2571966 0.107940 0.098735 40.37112 0.5400 24.93 
4959 113.6779527 -176.2690354 0.104130 0.097970 21.23168 0.5400 24.98 
4902 112.4629542 -60.7595242 0.109745 0.099429 47.32267 0.5400 24.91 
4813 105.2351338 -107.0165738 0.106643 0.098195 30.37633 0.5400 24.95 
4618 90.1080032 143.0230806 0.115373 0.099279 154.71767 0.5400 24.85 
4518 88.6489644 29.3675606 0.116048 0.106256 124.27611 0.5400 24.77 
4504 86.7720210 -51.5650679 0.111828 0.100243 45.90868 0.5400 24.88 
4422 80.9103559 -62.3445048 0.110533 0.099693 38.60692 0.5400 24.89 
4373 74.1182583 117.8507274 0.130473 0.107922 160.63267 0.5400 24.63 
4332 73.5316521 -113.0103017 0.106843 0.097920 20.56569 0.5400 24.95 
4168 62.4820644 -132.9724480 0.105961 0.097742 14.44054 0.5400 24.96 
4120 59.9114328 42.0196459 0.121519 0.103339 138.84979 0.5400 24.75 
3957 50.2128612 25.9634730 0.129155 0.103455 127.69871 0.5400 24.69 
3947 49.9163065 -37.7107979 0.117073 0.102719 40.20525 0.5400 24.80 
3909 39.7936411 198.1590615 0.107145 0.098168 4.45510 0.5400 24.95 
3706 32.6790769 -44.0545425 0.116439 0.101656 25.97566 0.5400 24.82 
3659 22.6119374 148.1339895 0.110072 0.100529 22.64538 0.5400 24.89 
3339 1.1078231 147.4419697 0.108516 0.100487 29.67701 0.5400 24.91 
2993 -19.0227593 -54.3437332 0.115342 0.099188 160.08978 0.5400 24.85 
2922 -29.7399538 2.4575437 0.185791 0.112572 87.61317 0.5400 24.20 
2844 -34.5744723 17.6002190 0.135640 0.108652 68.38174 0.5400 24.58 
2606 -50.1452675 28.9039850 0.122009 0.103895 67.04523 0.5400 24.74 
2524 -56.0523672 16.1213768 0.131518 0.103049 78.56515 0.5400 24.67 
2522 -56.3563533 2.4690427 0.141346 0.102722 90.97028 0.5400 24.60 
2430 -56.6580385 -67.6991966 0.114031 0.097750 146.40226 0.5400 24.88 
2264 -65.7642281 -97.4696454 0.108226 0.097643 150.83221 0.5400 24.94 
1993 -86.7109936 170.0560408 0.105310 0.098793 39.62896 0.5400 24.96 
1910 -92.3271748 154.6298333 0.105573 0.098964 43.33339 0.5400 24.95 
1812 -100.6008685 60.2942222 0.110422 0.100109 66.26596 0.5400 24.89 
1513 -117.3834144 169.1116538 0.104852 0.098688 44.23334 0.5400 24.96 
1413 -125.7237253 64.8334625 0.109127 0.099465 68.98277 0.5400 24.91 
1386 -123.3914935 -84.5817008 0.107714 0.098107 131.34938 0.5400 24.94 
1352 -127.7089552 163.7143025 0.104818 0.098696 46.57082 0.5400 24.96 
1271 -132.9375335 158.4602656 0.104857 0.098714 48.19545 0.5400 24.96 
1011 -151.0579976 53.2984602 0.109121 0.099136 75.53140 0.5400 24.91 
907 -154.1099793 -78.0353615 0.107253 0.098268 123.92091 0.5400 24.94 
815 -156.9444572 -139.2772660 0.104580 0.098079 138.72623 0.5400 24.97 
714 -167.9064148 172.7459391 0.104118 0.098600 49.89835 0.5400 24.97 
634 -172.9489147 172.6109497 0.104060 0.098600 50.48451 0.5400 24.97 
612 -175.8426497 58.1337230 0.107783 0.098928 76.09938 0.5400 24.93 
531 -180.9081771 52.6668045 0.107892 0.098904 78.01746 0.5400 24.93 
469 -183.6811653 146.7850132 0.104414 0.098664 56.20470 0.5400 24.97 
267 -194.3370406 -76.5564677 0.106190 0.098397 118.39753 0.5400 24.95 
6230 192.4947775 199.5750769 0.105582 0.098123 136.90042 0.5500 24.96 
6187 195.5235643 -30.8447375 0.108903 0.099198 68.80428 0.5500 24.92 
6149 187.5765003 194.6806258 0.105868 0.098117 136.69353 0.5500 24.96 
6146 188.1754386 179.3537612 0.106422 0.098186 132.76644 0.5500 24.95 
6140 189.4389775 148.2465797 0.107617 0.098451 123.28164 0.5500 24.94 
5935 178.0565620 -94.4729373 0.106191 0.098468 47.66461 0.5500 24.95 
5804 171.6576119 62.2545797 0.110583 0.100297 93.82396 0.5500 24.89 
5766 166.2467749 -140.4655443 0.104747 0.098144 35.79973 0.5500 24.97 
5761 165.5197522 -165.4812585 0.104121 0.098106 31.73950 0.5500 24.98 
5537 152.8835443 -85.2013697 0.107150 0.098587 46.16461 0.5500 24.94 
5466 149.8004151 -37.9829118 0.110689 0.099714 62.66244 0.5500 24.89 
5446 145.6979061 -141.0902150 0.104953 0.098061 32.08254 0.5500 24.97 
5309 140.2470062 -21.9615036 0.112696 0.100477 68.85878 0.5500 24.87 
5281 134.6864404 -166.2694554 0.104361 0.097980 26.32025 0.5500 24.98 
5235 136.0221088 11.7615275 0.113938 0.101913 82.68481 0.5500 24.84 
5076 125.8338694 17.3482014 0.114409 0.102814 86.11805 0.5500 24.82 
4941 111.3314021 157.5247433 0.111646 0.098327 147.72307 0.5500 24.90 
4827 108.8733508 -34.5039732 0.113673 0.100862 60.24486 0.5500 24.85 
4812 105.2164357 -112.4223322 0.106603 0.098067 29.13760 0.5500 24.95 
4802 103.7651444 -162.0494107 0.104728 0.097845 20.84534 0.5500 24.97 
4798 103.3452051 -181.7717317 0.104207 0.097875 18.70566 0.5500 24.98 
4771 104.5532715 103.4772373 0.124969 0.104263 108.46204 0.5500 24.71 
4765 104.6938113 67.9530121 0.112246 0.108372 78.42242 0.5500 24.79 
4755 105.1233429 11.4415765 0.117581 0.103877 88.05714 0.5500 24.78 
4745 103.0865876 -45.7128380 0.112347 0.100318 52.92869 0.5500 24.87 
4730 99.6423544 -122.5721538 0.106205 0.097938 25.73549 0.5500 24.96 
4720 98.3582253 -172.0181742 0.104489 0.097834 18.66511 0.5500 24.98 
4695 97.1443122 127.2843249 0.120782 0.100655 140.01907 0.5500 24.79 
4600 94.0486650 40.3805482 0.113256 0.107005 123.96156 0.5500 24.79 
4576 90.2413128 -92.9303201 0.108033 0.098307 30.24631 0.5500 24.93 
4377 73.2946856 139.1539310 0.117487 0.100325 168.35715 0.5500 24.82 
4317 72.1316160 -187.1765495 0.104245 0.097784 12.07530 0.5500 24.98 
4110 62.2689697 -20.0136931 0.124009 0.105219 66.90834 0.5500 24.71 
4045 51.9048328 69.6938695 0.126844 0.102728 145.72575 0.5500 24.71 
3915 46.0302655 -197.2207281 0.104092 0.097762 6.23624 0.5500 24.98 
3903 39.4682545 169.0325841 0.109688 0.098855 8.34355 0.5500 24.91 
3857 42.1529862 -89.6195357 0.109821 0.098312 8.01074 0.5500 24.92 
3648 21.6046672 88.9475178 0.115916 0.105693 127.20538 0.5500 24.78 
3624 26.6012622 -55.0617576 0.114080 0.100381 15.75374 0.5500 24.85 
3580 17.2828315 153.4901985 0.109633 0.100071 22.42441 0.5500 24.90 
3521 20.0465930 -168.0242652 0.104985 0.097578 1.29083 0.5500 24.97 
3393 11.4829699 -0.0108057 0.376128 0.142919 97.36358 0.5500 23.17 
3342 1.5001275 163.1106137 0.108175 0.099455 24.18689 0.5500 24.92 
3308 3.7490484 -50.3943638 0.116152 0.100506 178.66787 0.5500 24.83 
3236 -2.6565622 -24.2658141 0.129401 0.110936 166.68185 0.5500 24.61 
3155 -8.0407373 -45.1579946 0.118455 0.100820 167.91796 0.5500 24.81 
3034 -19.2156134 177.5672934 0.106811 0.098874 25.81662 0.5500 24.94 
2999 -21.9791403 -22.6716947 0.136679 0.111595 142.31358 0.5500 24.54 
2975 -16.9645117 -143.4651529 0.105945 0.097469 171.43995 0.5500 24.97 
2964 -16.4321339 -197.2040642 0.104131 0.097716 173.24779 0.5500 24.98 
2838 -33.0186268 -27.1934355 0.130808 0.101928 131.52792 0.5500 24.69 
2830 -29.6190698 -69.4769733 0.112774 0.098202 156.04816 0.5500 24.89 
2495 -48.6028613 -142.9172085 0.105827 0.097510 162.75804 0.5500 24.97 
2280 -71.6666085 -10.5966512 0.130250 0.100786 102.70524 0.5500 24.70 
2227 -72.5183522 140.2815727 0.106514 0.099426 43.21582 0.5500 24.94 
2140 -78.9114736 103.8164394 0.107516 0.100245 51.01281 0.5500 24.92 
2125 -82.0286417 21.3879234 0.122855 0.100541 81.31525 0.5500 24.77 
2063 -83.5267160 119.2715238 0.106898 0.099729 48.96602 0.5500 24.93 
2041 -87.0930123 -3.5554856 0.125491 0.100239 97.16091 0.5500 24.75 
1945 -87.2331351 -91.8295427 0.108487 0.097742 142.16407 0.5500 24.94 
1890 -96.2613824 49.6725870 0.112625 0.100313 69.24460 0.5500 24.87 
1774 -95.4117944 -146.5849352 0.105249 0.097703 151.77714 0.5500 24.97 
1772 -95.1104588 -156.5131080 0.104907 0.097726 153.24669 0.5500 24.97 
1669 -108.0815799 149.3251145 0.105634 0.098878 46.57937 0.5500 24.95 
1510 -118.1096274 154.1105433 0.105355 0.098768 47.04917 0.5500 24.96 
1473 -120.4192835 -48.0916569 0.111820 0.098546 118.38055 0.5500 24.89 
1458 -116.7694832 -125.8902842 0.105793 0.097807 143.48862 0.5500 24.96 
1432 -122.8755000 164.1607525 0.105048 0.098665 45.85250 0.5500 24.96 
1429 -123.3610310 148.8258840 0.105402 0.098786 48.74203 0.5500 24.96 
1418 -125.2218788 91.6881323 0.107481 0.099285 61.32764 0.5500 24.93 
1348 -128.6038529 143.5301404 0.105456 0.098800 50.44164 0.5500 24.96 
1264 -134.3285918 122.7230948 0.105974 0.098927 55.38806 0.5500 24.95 
1022 -149.7946230 111.8421978 0.106086 0.098883 59.67249 0.5500 24.95 
890 -151.2943126 -164.8624504 0.104120 0.098013 144.00143 0.5500 24.98 
704 -169.6058178 121.6354564 0.105416 0.098735 59.74192 0.5500 24.96 
624 -174.6251753 121.4915753 0.105336 0.098719 60.29721 0.5500 24.96 
608 -176.5537602 36.5705933 0.109322 0.098892 82.57426 0.5500 24.92 
547 -179.2204822 136.8581599 0.104857 0.098656 57.64432 0.5500 24.96 
227 -199.2771881 136.3189762 0.104578 0.098634 59.71943 0.5500 24.97 
6175 193.5725727 -94.1842351 0.106112 0.098434 49.98693 0.5600 24.95 
5969 181.6597176 89.7606654 0.110138 0.099493 102.73279 0.5600 24.90 
5668 157.1351933 191.1601008 0.107072 0.097946 142.40038 0.5600 24.95 
5599 155.1575362 -176.0260891 0.104101 0.098010 28.63230 0.5600 24.98 
5493 150.7940165 112.7993783 0.112626 0.099575 113.17951 0.5600 24.88 
5300 138.3677252 -70.6579192 0.108718 0.098882 48.33505 0.5600 24.92 
5046 120.0034752 -142.2091576 0.105366 0.097880 26.90013 0.5600 24.97 
5006 121.0152860 73.8295731 0.114167 0.104487 89.09998 0.5600 24.81 
4992 120.6517527 -5.9453943 0.116313 0.102076 76.56946 0.5600 24.81 
4707 93.9236198 188.6355541 0.108812 0.097825 162.63302 0.5600 24.93 
